"p_boot","md","p_sign","p_or","poz","M","med_dl","cv0_ort","cv0_min","isaret","boot_g","sign_g","or_g","rho_m","sd_het"
0.800045663755766,-0.0213354455613007,0.65625,0.34375,3,6,0.00274463480692844,14.2793061930895,3.56399614393856,"101100",FALSE,FALSE,FALSE,0,0.18
0.86440845110922,-0.021723639888769,0.890625,0.890625,2,6,-0.00218531533211963,16.4070674372675,7.29375836217728,"010010",FALSE,FALSE,FALSE,0,0.18
0.810404906289789,-0.201191834853551,0.109375,0.109375,5,6,0.0239640544529134,5.61230596819968,0.133089911737405,"011111",FALSE,FALSE,FALSE,0,0.18
0.591037646577534,-0.00423138824859774,0.65625,0.34375,3,6,-0.0139322508076123,13.5002227180236,7.06459050727976,"011100",FALSE,FALSE,FALSE,0,0.18
0.55005809530549,-0.00220570304636373,0.890625,0.890625,2,6,-0.0113205565002217,21.4498370402983,6.05374094290079,"100010",FALSE,FALSE,FALSE,0,0.18
0.137104005933119,0.190526911750629,0.65625,0.65625,3,6,-0.00108237217658624,17.061724992338,0.457717335811846,"011010",FALSE,FALSE,FALSE,0,0.18
0.97812551802467,-0.0126985797843365,0.984375,0.984375,1,6,-0.00541076247629513,24.9704015727168,3.38597085473203,"000001",FALSE,FALSE,FALSE,0,0.18
0.182800108199173,0.0126444385565601,0.34375,0.34375,4,6,0.00917238663921838,53.8548307080282,15.8451628148086,"101011",FALSE,FALSE,FALSE,0,0.18
0.00289977063146672,0.0692179547044861,0.109375,0.109375,5,6,0.0701969836144066,11.0990453809628,2.58716703147707,"110111",TRUE,FALSE,FALSE,0,0.18
0.744585820005879,-0.0129270583289081,0.890625,0.890625,2,6,-0.0117004628788087,10.539097517607,4.03422544664528,"001010",FALSE,FALSE,FALSE,0,0.18
0.931944949590945,-0.034387680557409,0.890625,0.890625,2,6,-0.0386321198099369,26.8564724579019,4.14016269295003,"001010",FALSE,FALSE,FALSE,0,0.18
0.736196433893466,-0.0346067066060427,0.890625,0.65625,2,6,-0.00617505764738313,8.35135567312422,1.32564046909745,"100010",FALSE,FALSE,FALSE,0,0.18
0.902556752985395,-0.0624723101421123,0.984375,0.890625,1,6,-0.0099212196659737,59.5779769166856,14.6338143432114,"000100",FALSE,FALSE,FALSE,0,0.18
0.903878381813848,-0.126205273558179,0.890625,0.65625,2,6,-0.0131805351492109,9.25868416699688,0.124473938656066,"000101",FALSE,FALSE,FALSE,0,0.18
0.34847201113528,0.00530177775473232,0.65625,0.34375,3,6,-0.00186312637185049,47.0527512549698,25.9193168215046,"100101",FALSE,FALSE,FALSE,0,0.18
0.403405658349722,0.00355040822397079,0.34375,0.34375,4,6,0.010080953375182,44.3450485146191,10.3438744912559,"111010",FALSE,FALSE,FALSE,0,0.18
0.276779741690715,0.00992537387450502,0.65625,0.65625,3,6,0.00371794526283331,23.8648474527456,5.5145089805178,"100011",FALSE,FALSE,FALSE,0,0.18
0.677759797868775,-0.0154604255802081,0.890625,0.34375,2,6,-0.0254459342450946,100.539443679917,15.1088408252134,"000101",FALSE,FALSE,FALSE,0,0.18
0.000000691745221721401,0.0722540191539707,0.015625,0.015625,6,6,0.0774278511452018,16.9258598417415,10.407913815264,"111111",TRUE,TRUE,TRUE,0,0.18
0.0072491992568066,0.00882788797948046,0.34375,0.34375,4,6,0.0113609323653874,26.3915283557606,15.3395505936424,"101101",TRUE,FALSE,FALSE,0,0.18
0.559186252358697,-0.00190890432672567,0.890625,0.65625,2,6,-0.00131375002791279,8.12957649642504,3.74083912600769,"000110",FALSE,FALSE,FALSE,0,0.18
0.990635630527562,-0.0526192152820043,1,1,0,6,-0.0319186492377777,66.3887704051845,15.0728041905354,"000000",FALSE,FALSE,FALSE,0,0.18
